LON,LAT,EDO,CLAVE,ESTACION,ene-21
-95.970833,19.040833,VER,ELSALADOmar,"El Salado, Ver. SEMAR*",43.9
-96.36,19.405833,VER,ENRVC,"El Naranjillo, Ver.",82.0
-96.158333,19.068889,VER,ETEVC,"El Tejar, Ver.",54.2
-96.9975,18.897778,VER,FORVC,"FortÌn, Ver.",78.0
-95.556944,18.270556,VER,GARVC,"Garro, Ver.",39.5
-98.459167,21.773611,VER,HGOVC,"El Higo, Ver.",25.6
-98.2875,21.194444,VER,HLSVC,"Los Hules, Ver.",15.6
-98.483333,20.533333,VER,HUYVC,"Huayacocotla, Ver.",66.4
-96.554167,19.404167,VER,IDOVC,"Õdolos, Ver.",53.4
-96.884444,19.604722,VER,INCVC,"Ingenio ConcepciÛn, Ver.",180.0
-95.033333,17.433333,VER,JCRVC,"Jes˙s Carranza, Ver.",36.0
-94.088889,17.873611,VER,JDCVC,"San JosÈ del Carmen, Ver.",206.7
-97.021111,19.603611,VER,JOYVC,"La Joya, Ver.",221.5
-95.35,18.25,VER,LAUVC,"Lauchapan, Ver.",50.4
-94.330833,18.109444,VER,LCAVC,"La Cangrejera, Ver.",341.0
-95.118333,18.415833,VER,LDCVC,"Canseco, Ver.",35.9
-97.231944,18.922778,VER,LGRVC,"Loma Grande, Ver.",105.0
-96.978333,20.051944,VER,LIBVC,"Libertad, Ver.",143.8
-96.411111,19.261389,VER,LOFVC,"Loma Fina, Ver.",56.0
-94.916667,17.416667,VER,LPEVC,"Las Perlas, Ver.",22.0
-97.1,19.65,VER,LVRVC,"Las Vigas de RamÌrez, Ver.",213.3
-97.048333,20.0675,VER,MDTVC,"MartÌnez de la Torre, Ver.",141.0
-96.333333,19.15,VER,MFAVC,"Manlio Fabio Altamirano, Ver.",36.1
-98.045,20.8325,VER,MILVC,"Milcahual, Ver.",66.0
-94.771111,18.135278,VER,MNZVC,"Minzapan, Ver.",52.3
-96.833333,19.933333,VER,MZNVC,"Misantla, Ver.",222.1
-96.872222,19.65,VER,NAOVC,"Naolinco, Ver.",143.4
-98.5125,21.840278,VER,OLVVC,"El Olivo, Ver.",41.5
-97.1,18.85,VER,ORZVC,"Observatorio de Orizaba, Ver.",125.7
-96.97,19.55,VER,OTIVC,"Otilpan, Ver.",190.2
-96.918056,19.48,VER,PAVVC,"Pacho Viejo, Ver.",150.0
-94.3775,18.103611,VER,PB3VC,"Planta de Bombeo 3 de La Cangrejera, Ver.",247.0
-94.193611,17.872778,VER,PCNVC,"Planta de Bombeo 1 de La Cangrejera, Ver.",334.0
-97.814444,21.184444,VER,PEMVC,"El Moralillo, Ver.",70.0
-97.238889,19.580556,VER,PERVC,"Perote, Ver.",21.4
-96.979722,19.588611,VER,PILVC,"Piletas, Ver.",199.4
-98.176667,22.06,VER,PNCVC,"P·nuco, Ver.",44.3
-98.356667,21.297778,VER,PSNVC,"PlatÛn S·nchez, Ver.",22.9
-96.665,19.043333,VER,PTE4CAMINOS,"Puente Cuatro Caminos, Ver. SGT*",83.1
-96.795278,18.888056,VER,PTNVC,"Potrero Nuevo, Ver.",141.5
-95.627778,18.716667,VER,RALVC,"Radar Alvarado, Ver.",57.5
-97.809722,20.887222,VER,SBTVC,"Sombrerete, Ver.",21.7
-96.921389,19.578611,VER,SEDVC,"SedeÒo, Ver.",193.2
-95.183333,18.45,VER,SIHVC,"Sihuap·n, Ver.",73.2
-95.133333,17.883333,VER,SJEVC,"San Juan Evangelista, Ver.",22.9
-96.130556,19.085833,VER,SJNVC,"San JosÈ Novillero, Ver.",17.5
-95.033333,18.516667,VER,SONVC,"Sontecomapan, Ver.",245.5
-95.212778,18.450833,VER,STXVC,"San AndrÈs Tuxtla AC, Ver.",84.2
-96.966667,19.45,VER,TAPVC,"Tapachapan, Ver.",165.2
-96.966667,19.383333,VER,TCOVC,"Teocelo, Ver.",126.0
-96.844722,19.068889,VER,TEPATLAXCO,"Tepatlaxco, Ver. SGT*",87.6
-97.125278,18.579722,VER,TLQVC,"Tlaquilpa, Ver.",108.6
-94.163333,17.571944,VER,TMOVC,"Tierra Morada, Ver.",308.0
-98.409444,21.499722,VER,TMPVC,"Tempoal, Ver.",15.6
-96.916667,19.811111,VER,TNCVC,"Tenochtitl·n, Ver.",214.3
-97.2225,19.921944,VER,TOMVC,"Tomata, Ver.",86.2
-96.950278,19.233611,VER,TOTVC,"Totutla, Ver.",175.4
-97.4,20.955556,VER,TXPVC,"Observatorio de Tuxpan, Ver.",93.6
-95.416667,18.466667,VER,TZAVC,"Tres Zapotes, Ver.",103.7
-96.111111,19.154167,VER,VERVC,"Observatorio de Veracruz, Ver.",65.1
-96.613889,19.022222,VER,VTEVC,"Villa Tejeda, Ver.",13.0
-96.85,19.55,VER,XCFVC,"Xalapa CFE, Ver.",186.8
-96.903889,19.542222,VER,XCRVC,"Xalapa Cristal, Ver.",156.6
-96.935556,19.547222,VER,XMGVC,"Xalapa Magisterial, Ver.",198.3
-96.916667,19.533333,VER,XOBVC,"Observatorio de Xalapa, Ver.",186.6
-96.871667,19.511667,VER,XOLVC,Xalapa Olmos,160.0
-96.915556,19.565833,VER,XREVC,"Xalapa RevoluciÛn, Ver.",142.2
-96.894444,19.555833,VER,XSUVC,"Xalapa Sumidero, Ver.",204.9
-97.388889,19.413889,VER,ZALVC,"Zalayeta, Ver.",20.5
-89.681111,20.649444,YUC,ABAYC,"Abal·, Yuc.",8.5
-89.218889,19.883056,YUC,BECYC,"BecanchÈn, Yuc.",93.0
-89.081667,20.463056,YUC,CANYC,"Cantamayec, Yuc.",44.8
-90.3825,20.858056,YUC,CELYC,"Celest˙n, Yuc. SMN*",7.2
-89.829444,20.752778,YUC,CHOYC,"Chochol·, Yuc.",8.8
-89.638056,21.03,YUC,CICYC,"Centro de InvestigaciÛn CientÌfica, Yuc.",19.8
-87.676667,21.5125,YUC,CYOYC,"El Cuyo, Yuc.",74.7
-89.644167,20.935278,YUC,FAEYC,"Fuerza AÈrea, Yuc.",5.8
-89.658056,20.984167,YUC,GARYC,"Organismo de Cuenca PenÌnsula de Yucat·n, Yuc.",24.5
-89.651111,20.946389,YUC,MEOYC,"Observatorio de MÈrida, Yuc.",13.9
-89.4375,21.105556,YUC,MOCYC,"Mococh·, Yuc.",26.4
-89.291667,21.094167,YUC,MTOYC,"Motul, Yuc.",39.6
-89.711667,20.493333,YUC,MUNYC,"Muna, Yuc.",27.2
-89.394722,20.290556,YUC,OXKYC,"Oxkutzcab, Yuc.",21.5
-88.930833,20.1325,YUC,PETYC,"Peto, Yuc.",71.0
-89.65,21.3,YUC,PROGRESOob,"Observatorio de Progreso, Yuc. SMN*",41.8
-89.653889,21.275833,YUC,PROYC,"Observatorio de Progreso, Yuc.",47.6
-88.160278,21.571111,YUC,RILYC,"RÌo Lagartos, Yuc. SMN*",13.0
-88.160556,21.571667,YUC,RLAYC,"RÌo Lagartos, Yuc.",13.6
-89.046944,20.030278,YUC,TANYC,"TantaquÌn, Yuc.",85.6
-89.558056,20.397778,YUC,TICYC,"Ticul, Yuc.",12.8
-87.988889,21.161389,YUC,TIZIMIN,"TizimÌn, Yuc. SMN*",39.8
-88.1725,21.158611,YUC,TIZYC,"TizimÌn, Yuc.",60.4
-88.204167,20.69,YUC,VALYC,"Observatorio de Valladolid, Yuc.",59.6
-103.225278,22.327222,ZAC,ACHZC,"Achimec, Jal.",0.0
-103.459167,21.811389,ZAC,ATGZC,"Atolinga, Zac.",4.0
-102.953333,22.824167,ZAC,BTEZC,"RamÛn LÛpez Velarde, Zac.",0.0
-102.896111,21.997222,ZAC,CHIZC,"El Chique, Zac.",2.7
-103.098333,23.693333,ZAC,ELCZC,"El Cazadero, Zac.",4.1
-102.040833,22.673056,ZAC,ELSZC,"El Saladillo, Zac.",1.5
-103.35,21.645833,ZAC,EXCZC,"Miguel Alem·n, Zac.",1.3
-102.890833,23.173889,ZAC,FREZC,"Fresnillo, Zac.",1.2
-103.093333,22.933333,ZAC,GJAZC,"General JoaquÌn Amaro, Zac.",0.0
-102.506667,22.746667,ZAC,GPEZC,"Guadalupe, Zac.",0.0
-103.397778,24.281667,ZAC,JALZC,"Juan Aldama, Zac.",0.2
-103.114167,21.404722,ZAC,JCHZC,"Juchipila, Zac.",3.5
-103.001944,22.642778,ZAC,JERZC,"Jerez, Zac.",0.7
-102.566944,22.778889,ZAC,LBUZC,"Observatorio de Zacatecas, Zac.",0.0
-103.603056,22.686944,ZAC,LFLZC,"La Florida, Zac.",0.0
-102.660556,22.996944,ZAC,LLBZC,"Llano Blanco, Zac.",0.0
-102.251667,22.438611,ZAC,LMOZC,"Luis Moya, Zac.",0.0
-103.382778,22.845278,ZAC,LOBZC,"Manuel Felgueres, Zac.",0.0
-103.216944,23.18,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",1.0
-103.363889,21.2125,ZAC,MORZC,"Mezquital del Oro, Zac.",0.0
-103.561667,22.306944,ZAC,MRSZC,"Monte Escobedo, Zac.",0.0
-102.845556,21.3575,ZAC,NCTZC,"Nochistl·n, Zac.",1.3
-102.798056,22.347778,ZAC,PALZC,"Palomas, Zac.",0.0
-101.399167,22.1175,ZAC,PINZC,"Pino Su·rez, Zac.",15.2
-102.903611,21.711111,ZAC,PMOZC,"Los MoraleÒos, Zac.",3.3
-103.025833,23.816944,ZAC,RGRZC,"RÌo Grande, Zac.",0.8
-102.884444,24.322222,ZAC,SFOZC,"San Francisco, Zac.",0.0
-103.506111,24.288611,ZAC,SGOZC,"Santiago, Zac.",0.0
-103.636667,23.638889,ZAC,SOMZC,"Observatorio de Sombrerete, Zac.",2.2
-103.495833,22.326667,ZAC,STEZC,"Independencia Nacional, Zac.",0.0
-103.108889,22.923611,ZAC,STRZC,"Santa Rosa, Zac.",2.4
-102.864167,22.120556,ZAC,TAYZC,"Ing. Juli·n Adame Alatorre, Zac.",3.1
-103.879722,23.471944,ZAC,TCHZC,"Chalchihuites, Zac.",6.0
-102.786389,21.560556,ZAC,TLAZC,"Tlalchichila, Zac.",3.0
-103.309444,21.773611,ZAC,TLLZC,"Tlaltenango, Zac.",2.0
-101.715833,22.3475,ZAC,VHGZC,"Villa Hidalgo, Zac.",5.0
-103.3375,21.588889,ZAC,VILZC,"JosÈ MarÌa Morelos, Zac.",8.0
-102.506111,22.746667,ZAC,ZA2ZC,"Zacatecas, Zac. SMN*",0.0
-102.566389,22.778333,ZAC,ZACATECASob,"Observatorio de Zacatecas, Zac. SMN*",1.0
-102.576667,22.761389,ZAC,ZACZC,"Zacatecas, Zac.",0.1
